Date,Tmax,Tmin,precip,GDD_Formula,GDD,AGDD,Tmax_7days_Avg,Tmin_7days_Avg,Prcp_7days_Avg,Prcp_days_Max,Year,Month,Day,Peak,DOY,Stage,Stage_1,Stage_2,Stage_3,Stage_4,Stage_5
3/9/1980,16.559484,8.773265,0.41117588,8.8487745,8.8487745,279.3434207,10.63483031,1.508392286,0.537712043,2.9163105,1980,3,9,0,69,,0,0,0,0,0
3/10/1980,14.3709755,-3.7525847,0.0773204,1.4915954,3.8176,283.1610207,12.61811253,2.356605329,0.539918711,2.9163105,1980,3,10,0,70,,0,0,0,0,0
3/11/1980,12.098064,1.116633,0.9408887,2.7897485,3.8176,286.9786207,13.58767043,4.0763659,0.667186117,2.9163105,1980,3,11,0,71,,0,0,0,0,0
3/12/1980,3.6661313,-1.0558102,0,-2.51243945,3.8176,290.7962207,12.62942683,3.434391514,0.250570331,0.9408887,1980,3,12,0,72,,0,0,0,0,0
3/13/1980,2.5658505,-0.32623285,19.067295,-2.697791175,3.8176,294.6138207,11.7850009,2.899060579,2.97093912,19.067295,1980,3,13,0,73,,0,0,0,0,0
3/14/1980,6.5717745,0.6645138,9.460104,-0.19945585,3.8176,298.4314207,10.7528614,2.426818864,4.322382549,19.067295,1980,3,14,0,74,,0,0,0,0,0
3/15/1980,12.007899,0.87183064,0.20241234,2.62226482,3.8176,302.2490207,9.691454114,0.898802099,4.308456617,19.067295,1980,3,15,0,75,,0,0,0,0,0
3/16/1980,15.24753,-0.86995405,0,3.371187975,3.8176,306.0666207,9.504032114,-0.478800623,4.249717206,19.067295,1980,3,16,0,76,,0,0,0,0,0
3/17/1980,13.813446,7.971869,2.3864558,7.0750575,7.0750575,313.1416782,9.424385043,1.196121334,4.579593691,19.067295,1980,3,17,0,77,,0,0,0,0,0
3/18/1980,15.673753,7.731938,0.8694602,7.8852455,7.8852455,321.0269237,9.935197757,2.141164906,4.56938962,19.067295,1980,3,18,0,78,,0,0,0,0,0
3/19/1980,12.769651,-0.184554,0,2.4749485,3.8176,324.8445237,11.23570057,2.265630077,4.56938962,19.067295,1980,3,19,0,79,,0,0,0,0,0
3/20/1980,14.581015,2.750616,0,4.8482155,3.8176,328.6621237,12.95215264,2.705179913,1.845490334,9.460104,1980,3,20,0,80,,0,0,0,0,0
3/21/1980,18.320726,13.691193,24.842405,12.1883595,12.1883595,340.8504832,14.63057429,4.566134084,4.042961906,24.842405,1980,3,21,0,81,,0,0,0,0,0
3/22/1980,7.5603657,4.4382844,0.78402805,2.18172505,2.18172505,343.0322082,13.99521239,5.075627479,4.126049864,24.842405,1980,3,22,0,82,,0,0,0,0,0
3/23/1980,11.900456,1.3966044,0,2.8309302,3.8176,346.8498082,13.51705896,5.399421543,4.126049864,24.842405,1980,3,23,0,83,,0,0,0,0,0
3/24/1980,11.479633,4.3362865,1.4010339,4.09035975,4.09035975,350.940168,13.1836571,4.880052614,3.985275307,24.842405,1980,3,24,0,84,,0,0,0,0,0
3/25/1980,12.405984,8.615448,6.1798944,6.693116,6.693116,357.633284,12.71683296,5.006268329,4.743908764,24.842405,1980,3,25,0,85,,0,0,0,0,0
3/26/1980,10.813002,3.630898,0,3.40435,3.8176,361.450884,12.43731167,5.5513329,4.743908764,24.842405,1980,3,26,0,86,,0,0,0,0,0
3/27/1980,11.283267,2.275419,0.66225356,2.961743,3.8176,365.268484,11.96620481,5.483447614,4.838516416,24.842405,1980,3,27,0,87,,0,0,0,0,0
3/28/1980,11.508734,4.2701163,5.0657525,4.07182515,4.07182515,369.3403091,10.9930631,4.137579514,2.013280344,6.1798944,1980,3,28,0,88,,0,0,0,0,0
3/29/1980,14.156184,8.123825,22.328554,7.3224045,7.3224045,376.6627136,11.93532286,4.664085314,5.091069766,22.328554,1980,3,29,0,89,,0,0,0,0,0
3/30/1980,15.202962,8.423576,0.8040328,7.995669,7.995669,384.6583826,12.40710943,5.6679384,5.205931594,22.328554,1980,3,30,0,90,,0,0,0,0,0
3/31/1980,8.562258,7.465101,11.044986,4.1960795,4.1960795,388.8544621,11.99034157,6.1149119,6.583639037,22.328554,1980,3,31,0,91,,0,0,0,0,0
4/1/1980,12.023939,4.2139792,1.2146932,4.3013591,4.3013591,393.1558212,11.93576371,5.486130643,5.87432458,22.328554,1980,4,1,0,92,,0,0,0,0,0
4/2/1980,15.707781,4.8611727,0,6.46687685,6.46687685,399.6226981,12.63501786,5.661884171,5.87432458,22.328554,1980,4,2,0,93,,0,0,0,0,0
4/3/1980,17.758951,6.9875894,0.14121419,8.5556702,8.5556702,408.1783683,13.56011557,6.335051371,5.799890384,22.328554,1980,4,3,0,94,,0,0,0,0,0
4/4/1980,21.206692,11.661145,9.717759,12.6163185,12.6163185,420.7946868,14.94553814,7.390912614,6.464462741,22.328554,1980,4,4,0,95,,0,0,0,0,0
4/5/1980,14.896212,8.106384,0.08929047,7.683698,7.683698,428.4783848,15.05125643,7.388421043,3.287425094,11.044986,1980,4,5,0,96,,0,0,0,0,0
4/6/1980,18.732916,3.0437934,0.04710541,7.0707547,3.8176,432.2959848,15.55553557,6.619880671,3.17929261,11.044986,1980,4,6,1,97,Peak_Bloom,0,0,0,0,0
4/7/1980,20.286745,7.5074377,0.0942066,10.07949135,10.07949135,442.3754761,17.23046229,6.625928771,1.614895553,9.717759,1980,4,7,0,98,,0,0,0,0,0
4/8/1980,21.263226,12.8293495,0.35442477,13.22868775,13.22868775,455.6041639,18.55036043,7.856695957,1.492000063,9.717759,1980,4,8,0,99,,0,0,0,0,0
4/9/1980,20.125393,13.180245,12.811211,12.835219,12.835219,468.4393829,19.18144786,9.045134857,3.322173063,12.811211,1980,4,9,0,100,,0,0,0,0,0
4/10/1980,21.072784,9.968865,1.5398161,11.7032245,11.7032245,480.1426074,19.65485257,9.471031371,3.521973336,12.811211,1980,4,10,0,101,,0,0,0,0,0
4/11/1980,20.855734,9.7492695,0,11.48490175,11.48490175,491.6275091,19.60471571,9.1979063,2.13372205,12.811211,1980,4,11,0,102,,0,0,0,0,0
4/12/1980,22.551472,10.008265,0.3338595,12.4622685,12.4622685,504.0897776,20.69832429,9.469603586,2.168660483,12.811211,1980,4,12,0,103,,0,0,0,0,0
4/13/1980,19.06608,11.731279,0.5403901,11.5810795,11.5810795,515.6708571,20.74591914,10.71067296,2.239129724,12.811211,1980,4,13,0,104,,0,0,0,0,0
4/14/1980,15.741487,10.7972355,9.2254925,9.45176125,9.45176125,525.1226184,20.09659657,11.18064407,3.543599139,12.811211,1980,4,14,0,105,,0,0,0,0,0
4/15/1980,15.842194,10.677027,3.6260421,9.4420105,9.4420105,534.5646289,19.32216343,10.87316943,4.010973043,12.811211,1980,4,15,0,106,,0,0,0,0,0
4/16/1980,13.153381,8.018179,0,6.76818,6.76818,541.3328089,18.32616171,10.13573143,2.180800043,9.2254925,1980,4,16,0,107,,0,0,0,0,0
4/17/1980,12.059607,3.174294,0,3.7993505,3.8176,545.1504089,17.038565,9.165078429,1.960826314,9.2254925,1980,4,17,0,108,,0,0,0,0,0
4/18/1980,18.91581,2.6999435,0,6.99027675,3.8176,548.9680089,16.761433,8.158031857,1.960826314,9.2254925,1980,4,18,0,109,,0,0,0,0,0
4/19/1980,23.002176,6.186336,0,10.776656,10.776656,559.7446649,16.82581929,7.612042,1.9131321,9.2254925,1980,4,19,0,110,,0,0,0,0,0
4/20/1980,25.400625,9.276042,0,13.5207335,13.5207335,573.2653984,17.73075429,7.261293857,1.835933514,9.2254925,1980,4,20,0,111,,0,0,0,0,0
4/21/1980,21.669008,14.791435,0,14.4126215,14.4126215,587.6780199,18.577543,7.831893786,0.518006014,3.6260421,1980,4,21,0,112,,0,0,0,0,0
4/22/1980,22.331476,10.50049,0,12.598383,12.598383,600.2764029,19.50458329,7.806674214,0,0,1980,4,22,0,113,,0,0,0,0,0
4/23/1980,19.819048,9.924014,0.27650696,11.053931,11.053931,611.3303339,20.45682143,8.078936357,0.039500994,0.27650696,1980,4,23,0,114,,0,0,0,0,0
4/24/1980,23.09816,11.898158,4.190653,13.680559,13.680559,625.0108929,22.03375757,9.325202643,0.638165709,4.190653,1980,4,24,0,115,,0,0,0,0,0
4/25/1980,23.223316,12.598162,2.4602523,14.093139,14.093139,639.1040319,22.64911557,10.73923386,0.989630323,4.190653,1980,4,25,0,116,,0,0,0,0,0
4/26/1980,13.404547,10.872196,8.609227,8.3207715,8.3207715,647.4248034,21.27802571,11.40864243,2.219519894,8.609227,1980,4,26,0,117,,0,0,0,0,0
4/27/1980,12.907492,10.496023,15.958612,7.8841575,7.8841575,655.3089609,19.49329243,11.58292543,4.499321609,15.958612,1980,4,27,0,118,,0,0,0,0,0
4/28/1980,13.479414,12.626058,18.183186,9.235136,9.235136,664.5440969,18.32335043,11.27358586,7.096919609,18.183186,1980,4,28,0,119,,0,0,0,0,0
4/29/1980,18.91297,11.002246,4.154092,11.140008,11.140008,675.6841049,17.83499243,11.34526529,7.690361323,18.183186,1980,4,29,0,120,,0,0,0,0,0
4/30/1980,16.69989,12.402179,5.1068296,10.7334345,10.7334345,686.4175394,17.38939843,11.69928886,8.380407414,18.183186,1980,4,30,0,121,,0,0,0,0,0
5/1/1980,17.522867,12.700648,6.4470873,11.2941575,11.2941575,697.7116969,16.592928,11.81393029,8.702755171,18.183186,1980,5,1,0,122,,0,0,0,0,0
5/2/1980,22.003492,14.170391,0.87341535,14.2693415,14.2693415,711.9810384,16.41866743,12.03853443,8.476064179,18.183186,1980,5,2,0,123,,0,0,0,0,0
5/3/1980,24.085861,11.41187,1.0158385,13.9312655,13.9312655,725.9123039,17.94456943,12.11563071,7.391294393,18.183186,1980,5,3,0,124,,0,0,0,0,0
5/4/1980,25.937534,13.630473,0,15.9664035,15.9664035,741.8787074,19.806004,12.56340929,5.111492679,18.183186,1980,5,4,0,125,,0,0,0,0,0
5/5/1980,29.69068,11.667069,0,16.8612745,16.8612745,758.7399819,22.12189914,12.42641086,2.513894679,6.4470873,1980,5,5,0,126,,0,0,0,0,0
5/6/1980,29.541836,13.99237,0.06491163,17.949503,17.949503,776.6894849,23.64030857,12.85357143,1.929726054,6.4470873,1980,5,6,0,127,,0,0,0,0,0
5/7/1980,27.189669,14.1401205,0.3774275,16.84729475,16.84729475,793.5367796,25.13884843,13.10184879,1.254097183,6.4470873,1980,5,7,0,128,,0,0,0,0,0
5/8/1980,14.2193165,11.247457,1.5450581,8.91578675,8.91578675,802.4525664,24.66691264,12.89425007,0.553807297,1.5450581,1980,5,8,0,129,,0,0,0,0,0
5/9/1980,15.317076,6.835592,1.2727525,7.258734,7.258734,809.7113004,23.71171036,11.84642164,0.610855461,1.5450581,1980,5,9,0,130,,0,0,0,0,0
5/10/1980,22.363443,4.460392,0.8632637,9.5943175,9.5943175,819.3056179,23.46565064,10.85335336,0.589059061,1.5450581,1980,5,10,0,131,,0,0,0,0,0
5/11/1980,20.455362,14.546408,0.7522997,13.683285,13.683285,832.9889029,22.68248321,10.98420121,0.696530447,1.5450581,1980,5,11,0,132,,0,0,0,0,0
5/12/1980,27.922289,17.18954,0.33169952,18.7383145,18.7383145,851.7272174,22.42985593,11.77312564,0.743916093,1.5450581,1980,5,12,0,133,,0,0,0,0,0
5/13/1980,30.344564,20.374874,2.2045293,21.542119,21.542119,873.2693364,22.54453136,12.68491193,1.04957576,2.2045293,1980,5,13,0,134,,0,0,0,0,0
5/14/1980,26.539705,18.210888,0.057604283,18.5576965,18.5576965,891.8270329,22.45167936,13.26645014,1.003886729,2.2045293,1980,5,14,0,135,,0,0,0,0,0
5/15/1980,22.648682,11.819511,0,13.4164965,13.4164965,905.2435294,23.65587443,13.34817214,0.783164143,2.2045293,1980,5,15,0,136,,0,0,0,0,0
5/16/1980,20.975315,8.790631,0,11.065373,11.065373,916.3089024,24.46419429,13.62746343,0.601342358,2.2045293,1980,5,16,0,137,,0,0,0,0,0
5/17/1980,22.624327,10.906872,4.219287,12.9479995,12.9479995,929.2569019,24.50146343,14.54838914,1.080774258,4.219287,1980,5,17,0,138,,0,0,0,0,0
5/18/1980,20.802635,15.36067,19.677284,14.2640525,14.2640525,943.5209544,24.55107386,14.66471229,3.784343443,19.677284,1980,5,18,0,139,,0,0,0,0,0
5/19/1980,26.115221,15.907467,6.1976175,17.193744,17.193744,960.7146984,24.29292129,14.481559,4.622331726,19.677284,1980,5,19,0,140,,0,0,0,0,0
5/20/1980,22.910446,18.044174,9.650831,16.65971,16.65971,977.3744084,23.23090443,14.14860186,5.686089112,19.677284,1980,5,20,0,141,,0,0,0,0,0
5/21/1980,19.587086,17.055773,14.376966,14.5038295,14.5038295,991.8782379,22.23767314,13.98358543,7.731712214,19.677284,1980,5,21,0,142,,0,0,0,0,0
5/22/1980,26.748209,14.272463,0.2552361,16.692736,16.692736,1008.570974,22.82331986,14.33400714,7.768174514,19.677284,1980,5,22,0,143,,0,0,0,0,0
5/23/1980,27.602455,16.649805,0,18.30853,18.30853,1026.879504,23.77005414,15.45674629,7.768174514,19.677284,1980,5,23,0,144,,0,0,0,0,0
5/24/1980,27.056805,19.246527,14.432376,19.334066,19.334066,1046.21357,24.40326529,16.64812557,9.227187229,19.677284,1980,5,24,0,145,,0,0,0,0,0
5/25/1980,25.775415,19.42554,4.2843614,18.7828775,18.7828775,1064.996447,25.11366243,17.22882129,7.028198286,14.432376,1980,5,25,0,146,,0,0,0,0,0
5/26/1980,22.97324,13.662129,0.054181933,14.5000845,14.5000845,1079.496532,24.664808,16.90805871,6.150564633,14.432376,1980,5,26,0,147,,0,0,0,0,0
5/27/1980,23.217262,10.838201,0,13.2101315,13.2101315,1092.706663,24.70863886,15.878634,4.77187449,14.432376,1980,5,27,0,148,,0,0,0,0,0
5/28/1980,26.431087,12.416951,0,15.606419,15.606419,1108.313082,25.68635329,15.21594514,2.718022205,14.432376,1980,5,28,0,149,,0,0,0,0,0
5/29/1980,27.582922,15.360442,0,17.654082,17.654082,1125.967164,25.805598,15.37137071,2.681559905,14.432376,1980,5,29,0,150,,0,0,0,0,0
5/30/1980,26.780428,16.818588,0.027523717,17.981908,17.981908,1143.949072,25.68816557,15.39548257,2.685491864,14.432376,1980,5,30,0,151,,0,0,0,0,0
5/31/1980,26.714064,18.924564,2.9386837,19.001714,19.001714,1162.950786,25.63920257,15.34948786,1.043535821,4.2843614,1980,5,31,0,152,,0,0,0,0,0
6/1/1980,30.75726,17.73599,2.0000293,20.429025,20.429025,1183.379811,26.35089471,15.10812357,0.717202664,2.9386837,1980,6,1,0,153,,0,0,0,0,0
6/2/1980,30.427654,21.988777,0.57751966,22.3906155,22.3906155,1205.770427,27.415811,16.29764471,0.791965197,2.9386837,1980,6,2,0,154,,0,0,0,0,0
6/3/1980,29.08813,21.049032,4.0435205,21.250981,21.250981,1227.021408,28.25450643,17.75633486,1.369610982,4.0435205,1980,6,3,0,155,,0,0,0,0,0
6/4/1980,24.19541,16.306915,4.4770136,16.4335625,16.4335625,1243.45497,27.935124,18.312044,2.009184354,4.4770136,1980,6,4,0,156,,0,0,0,0,0
6/5/1980,24.41723,16.886456,0,16.834243,16.834243,1260.289213,27.48288229,18.530046,2.009184354,4.4770136,1980,6,5,0,157,,0,0,0,0,0
6/6/1980,21.666487,13.688974,4.1593275,13.8601305,13.8601305,1274.149344,26.75231929,18.08295829,2.599442037,4.4770136,1980,6,6,0,158,,0,0,0,0,0
6/7/1980,25.750238,19.805317,3.7571876,18.9601775,18.9601775,1293.109521,26.61462986,18.20878014,2.716371166,4.4770136,1980,6,7,0,159,,0,0,0,0,0
6/8/1980,29.048637,22.310307,2.9642804,21.861872,21.861872,1314.971393,26.37054086,18.862254,2.854121323,4.4770136,1980,6,8,0,160,,0,0,0,0,0
6/9/1980,24.013021,10.258394,0.19297527,13.3181075,13.3181075,1328.289501,25.45416471,17.186485,2.79918641,4.4770136,1980,6,9,0,161,,0,0,0,0,0
6/10/1980,22.407442,12.984869,2.0964713,13.8785555,13.8785555,1342.168056,24.49978071,16.03446171,2.521036524,4.4770136,1980,6,10,0,162,,0,0,0,0,0
6/11/1980,21.108492,11.413615,0.24329591,12.4434535,12.4434535,1354.61151,24.05879243,15.33541886,1.916219711,4.1593275,1980,6,11,0,163,,0,0,0,0,0
6/12/1980,21.954079,12.094258,0,13.2065685,13.2065685,1367.818078,23.70691371,14.65081914,1.916219711,4.1593275,1980,6,12,0,164,,0,0,0,0,0
6/13/1980,23.292751,10.6530485,0,13.15529975,13.15529975,1380.973378,23.93923714,14.2171155,1.322030069,3.7571876,1980,6,13,0,165,,0,0,0,0,0
6/14/1980,25.816902,11.418855,4.193429,14.8002785,14.8002785,1395.773657,23.94876057,13.0190495,1.384350269,4.193429,1980,6,14,0,166,,0,0,0,0,0
6/15/1980,31.080336,16.86093,6.303701,20.153033,20.153033,1415.92669,24.23900329,12.24056707,1.861410354,6.303701,1980,6,15,0,167,,0,0,0,0,0
6/16/1980,23.089458,18.618694,4.940831,17.036476,17.036476,1432.963166,24.10706571,13.43489564,2.539675459,6.303701,1980,6,16,0,168,,0,0,0,0,0
6/17/1980,21.49865,11.240489,0.643203,12.5519695,12.5519695,1445.515135,23.97723829,13.1856985,2.332065701,6.303701,1980,6,17,0,169,,0,0,0,0,0
6/18/1980,22.828592,11.441794,0,13.317593,13.317593,1458.832728,24.22296686,13.18972407,2.297309143,6.303701,1980,6,18,0,170,,0,0,0,0,0
6/19/1980,25.365086,12.434715,0,15.0823005,15.0823005,1473.915029,24.71025357,13.23836079,2.297309143,6.303701,1980,6,19,0,171,,0,0,0,0,0
6/20/1980,23.527306,17.508612,0,16.700359,16.700359,1490.615388,24.74376143,14.217727,2.297309143,6.303701,1980,6,20,0,172,,0,0,0,0,0
6/21/1980,26.628395,14.669531,0,16.831363,16.831363,1507.446751,24.859689,14.68210929,1.698247857,6.303701,1980,6,21,0,173,,0,0,0,0,0
6/22/1980,28.614275,13.120387,0,17.049731,17.049731,1524.496482,24.50739457,14.147746,0.797719143,4.940831,1980,6,22,0,174,,0,0,0,0,0
6/23/1980,28.747915,17.095837,0.27681547,19.104276,19.104276,1543.600758,25.31574557,13.930195,0.13143121,0.643203,1980,6,23,0,175,,0,0,0,0,0
6/24/1980,28.450413,21.393263,1.0051014,21.104238,21.104238,1564.704996,26.30885457,15.38059129,0.183130981,1.0051014,1980,6,24,0,176,,0,0,0,0,0
6/25/1980,28.882832,20.022182,0,20.634907,20.634907,1585.339903,27.173746,16.606361,0.183130981,1.0051014,1980,6,25,0,177,,0,0,0,0,0
6/26/1980,26.756824,21.204668,0.1358981,20.163146,20.163146,1605.503049,27.37256571,17.85921143,0.202544996,1.0051014,1980,6,26,0,178,,0,0,0,0,0
6/27/1980,31.66639,18.034203,0,21.0326965,21.0326965,1626.535745,28.535292,17.93429586,0.202544996,1.0051014,1980,6,27,0,179,,0,0,0,0,0
6/28/1980,31.32207,19.705788,0,21.696329,21.696329,1648.232074,29.205817,18.65376114,0.202544996,1.0051014,1980,6,28,0,180,,0,0,0,0,0
6/29/1980,34.53457,22.434145,4.242902,24.6667575,24.6667575,1672.898832,30.05157343,19.984298,0.808673853,4.242902,1980,6,29,0,181,,0,0,0,0,0
6/30/1980,26.485897,20.73585,1.9272684,19.7932735,19.7932735,1692.692105,29.728428,20.50429986,1.044452843,4.242902,1980,6,30,0,182,,0,0,0,0,0
7/1/1980,26.989803,15.525015,0,17.439809,17.439809,1710.131914,29.51976943,19.66597871,0.900866929,4.242902,1980,7,1,0,183,,0,0,0,0,0
7/2/1980,32.374454,19.569788,0,22.154521,22.154521,1732.286435,30.01857257,19.601351,0.900866929,4.242902,1980,7,2,0,184,,0,0,0,0,0
7/3/1980,27.683641,22.99285,14.836706,21.5206455,21.5206455,1753.807081,30.150975,19.85680557,3.000982343,14.836706,1980,7,3,0,185,,0,0,0,0,0
7/4/1980,29.946657,21.02604,0.88462937,21.6687485,21.6687485,1775.475829,29.90529886,20.28421086,3.127357967,14.836706,1980,7,4,0,186,,0,0,0,0,0
7/5/1980,31.956478,21.422052,4.28204,22.871665,22.871665,1798.347494,29.99592857,20.52939143,3.739077967,14.836706,1980,7,5,0,187,,0,0,0,0,0
7/6/1980,28.741379,21.559717,2.2520645,21.332948,21.332948,1819.680442,29.16832986,20.40447314,3.45467261,14.836706,1980,7,6,0,188,,0,0,0,0,0
7/7/1980,27.998892,16.186434,0,18.275063,18.275063,1837.955505,29.384472,19.75455657,3.179348553,14.836706,1980,7,7,0,189,,0,0,0,0,0
7/8/1980,24.09609,19.891857,23.284952,18.1763735,18.1763735,1856.131879,28.97108443,20.37839114,6.505770267,23.284952,1980,7,8,0,190,,0,0,0,0,0
7/9/1980,30.009169,19.059238,3.5631957,20.7166035,20.7166035,1876.848482,28.63318657,20.30545543,7.014798224,23.284952,1980,7,9,0,191,,0,0,0,0,0
7/10/1980,30.216179,20.76132,1.0823997,21.6711495,21.6711495,1898.519632,28.99497771,19.98666543,5.049897324,23.284952,1980,7,10,0,192,,0,0,0,0,0
7/11/1980,30.770334,21.949589,0.10156806,22.5423615,22.5423615,1921.061993,29.11264586,20.118601,4.938031423,23.284952,1980,7,11,0,193,,0,0,0,0,0
7/12/1980,32.787003,21.769701,1.64324,23.460752,23.460752,1944.522745,29.23129229,20.16826514,4.561059994,23.284952,1980,7,12,0,194,,0,0,0,0,0
7/13/1980,28.145441,20.009523,1.1660514,20.259882,20.259882,1964.782627,29.14615829,19.94680886,4.405915266,23.284952,1980,7,13,0,195,,0,0,0,0,0
7/14/1980,30.467247,17.232307,0,20.032177,20.032177,1984.814804,29.49878043,20.09621929,4.405915266,23.284952,1980,7,14,0,196,,0,0,0,0,0
7/15/1980,31.527294,20.566011,0,22.2290525,22.2290525,2007.043857,30.560381,20.192527,1.079493551,3.5631957,1980,7,15,0,197,,0,0,0,0,0
7/16/1980,36.414772,24.545033,0,26.6623025,26.6623025,2033.706159,31.47546714,20.976212,0.570465594,1.64324,1980,7,16,0,198,,0,0,0,0,0
7/17/1980,35.37519,25.835318,6.518757,26.787654,26.787654,2060.493813,32.21246871,21.70106886,1.347088066,6.518757,1980,7,17,0,199,,0,0,0,0,0
7/18/1980,31.9092,20.7416,1.7048365,22.5078,22.5078,2083.001613,32.37516386,21.528499,1.576126414,6.518757,1980,7,18,0,200,,0,0,0,0,0
7/19/1980,34.945164,21.763681,0,24.5368225,24.5368225,2107.538436,32.68347257,21.527639,1.341377843,6.518757,1980,7,19,0,201,,0,0,0,0,0
7/20/1980,36.35564,22.583935,0,25.6521875,25.6521875,2133.190623,33.85635814,21.89541214,1.174799071,6.518757,1980,7,20,0,202,,0,0,0,0,0
7/21/1980,36.078568,25.733711,2.3450131,27.0885395,27.0885395,2160.279163,34.65797543,23.10989843,1.509800943,6.518757,1980,7,21,0,203,,0,0,0,0,0
7/22/1980,35.216694,22.40488,23.466145,24.993187,24.993187,2185.27235,35.18503257,23.372594,4.862107371,23.466145,1980,7,22,0,204,,0,0,0,0,0
7/23/1980,26.648506,21.925512,14.358902,20.469409,20.469409,2205.741759,33.78985171,22.99837671,6.913379086,23.466145,1980,7,23,0,205,,0,0,0,0,0
7/24/1980,28.102686,21.51645,3.386701,20.991968,20.991968,2226.733727,32.75092257,22.38139557,6.465942514,23.466145,1980,7,24,0,206,,0,0,0,0,0
7/25/1980,30.283623,17.840378,0,20.2444005,20.2444005,2246.978127,32.51869729,21.96693529,6.222394443,23.466145,1980,7,25,0,207,,0,0,0,0,0
7/26/1980,31.4658,19.759806,0,21.795203,21.795203,2268.77333,32.02164529,21.68066743,6.222394443,23.466145,1980,7,26,0,208,,0,0,0,0,0
7/27/1980,31.443558,21.57987,0,22.694114,22.694114,2291.467444,31.31991929,21.53722957,6.222394443,23.466145,1980,7,27,0,209,,0,0,0,0,0
7/28/1980,29.758316,23.070198,0.06905231,22.596657,22.596657,2314.064101,30.41702614,21.15672771,5.897257187,23.466145,1980,7,28,0,210,,0,0,0,0,0
7/29/1980,30.825083,23.093239,1.4063649,23.141561,23.141561,2337.205662,29.78965314,21.25506471,2.74586003,14.358902,1980,7,29,0,211,,0,0,0,0,0
7/30/1980,31.847357,21.70247,0.04569459,22.9573135,22.9573135,2360.162976,30.53234614,21.22320157,0.701116114,3.386701,1980,7,30,0,212,,0,0,0,0,0
7/31/1980,32.178753,21.154905,0.12075164,22.849229,22.849229,2383.012205,31.11464143,21.17155229,0.23455192,1.4063649,1980,7,31,0,213,,0,0,0,0,0
8/1/1980,34.60546,22.758062,3.168551,24.864161,24.864161,2407.876366,31.73204671,21.87407857,0.687202063,3.168551,1980,8,1,0,214,,0,0,0,0,0
8/2/1980,34.00094,21.298738,0.09986155,23.832239,23.832239,2431.708605,32.09420957,22.093926,0.701467999,3.168551,1980,8,2,0,215,,0,0,0,0,0
8/3/1980,35.143856,24.396286,4.4347177,25.952471,25.952471,2457.661076,32.62282357,22.49627114,1.334999099,4.4347177,1980,8,3,0,216,,0,0,0,0,0
8/4/1980,33.671402,22.035418,8.514509,24.03581,24.03581,2481.696886,33.18183586,22.34844543,2.541492911,8.514509,1980,8,4,0,217,,0,0,0,0,0
8/5/1980,34.491833,22.88601,1.8962345,24.8713215,24.8713215,2506.568207,33.70565729,22.31884129,2.611474283,8.514509,1980,8,5,0,218,,0,0,0,0,0
8/6/1980,33.85147,22.004951,0.5173434,24.1106105,24.1106105,2530.678818,33.99195914,22.36205286,2.678852684,8.514509,1980,8,6,0,219,,0,0,0,0,0
8/7/1980,33.476086,24.877453,0,25.3591695,25.3591695,2556.037987,34.17729243,22.89384543,2.66160245,8.514509,1980,8,7,0,220,,0,0,0,0,0
8/8/1980,35.879974,22.340427,0,25.2926005,25.2926005,2581.330588,34.35936586,22.83418329,2.208952307,8.514509,1980,8,8,0,221,,0,0,0,0,0
8/9/1980,34.664925,23.830832,0.036287095,25.4302785,25.4302785,2606.760866,34.45422086,23.195911,2.199870242,8.514509,1980,8,9,0,222,,0,0,0,0,0
8/10/1980,32.612503,24.056124,1.1916137,24.5167135,24.5167135,2631.27758,34.092599,23.14731643,1.736569671,8.514509,1980,8,10,0,223,,0,0,0,0,0
8/11/1980,34.809105,23.149763,3.5196118,25.161834,25.161834,2656.439414,34.255128,23.30650857,1.023012928,3.5196118,1980,8,11,0,224,,0,0,0,0,0
8/12/1980,31.682377,23.749632,0.9403464,23.8984045,23.8984045,2680.337818,33.85377714,23.42988314,0.886457485,3.5196118,1980,8,12,0,225,,0,0,0,0,0
8/13/1980,30.281229,19.54467,0,21.0953495,21.0953495,2701.433168,33.34374271,23.07841443,0.812551285,3.5196118,1980,8,13,0,226,,0,0,0,0,0
8/14/1980,33.831375,20.732044,0.033080615,23.4641095,23.4641095,2724.897277,33.39449829,22.48621314,0.817277087,3.5196118,1980,8,14,0,227,,0,0,0,0,0
8/15/1980,28.109837,23.430418,6.708747,21.9525275,21.9525275,2746.849805,32.28447871,22.64192614,1.775669516,6.708747,1980,8,15,0,228,,0,0,0,0,0
8/16/1980,26.238684,20.855345,4.679869,19.7294145,19.7294145,2766.579219,31.08073,22.21685657,2.439038359,6.708747,1980,8,16,0,229,,0,0,0,0,0
8/17/1980,27.35194,15.299085,0,17.5079125,17.5079125,2784.087132,30.329221,20.965851,2.268807831,6.708747,1980,8,17,0,230,,0,0,0,0,0
8/18/1980,23.754961,18.449085,7.8125925,17.284423,17.284423,2801.371555,28.75005757,20.29432557,2.882090788,7.8125925,1980,8,18,0,231,,0,0,0,0,0
8/19/1980,26.855991,20.653885,1.8815958,19.937338,19.937338,2821.308893,28.06057386,19.852076,3.016554988,7.8125925,1980,8,19,0,232,,0,0,0,0,0
8/20/1980,28.153027,20.647982,0.040452756,20.5829045,20.5829045,2841.891797,27.756545,20.009692,3.022333953,7.8125925,1980,8,20,0,233,,0,0,0,0,0
