Date,Tmax,Tmin,precip,GDD_Formula,GDD,AGDD,Tmax_7days_Avg,Tmin_7days_Avg,Prcp_7days_Avg,Prcp_7days_Max,Year,Month,Day,Peak,DOY
2/7/1991,-6.6162677,-12.035207,0.099995434,-13.82573735,4.5,170.8032165,-3.313130037,-8.5479374,0.026157404,0.099995434,1991,2,7,0,38
2/8/1991,-2.908113,-10.177301,2.3170314,-11.042707,4.5,175.3032165,-3.318591609,-9.1767799,0.35716189,2.3170314,1991,2,8,0,39
2/9/1991,-2.1045744,-12.431946,4.553872,-11.7682602,4.5,179.8032165,-3.414141851,-9.7750119,1.007715033,4.553872,1991,2,9,0,40
2/10/1991,2.9742184,-2.8688152,9.923136,-4.4472984,4.5,184.3032165,-2.899929086,-9.014855214,2.42530589,9.923136,1991,2,10,0,41
2/11/1991,-0.9813262,-9.805192,0.14844313,-9.8932591,4.5,188.8032165,-3.092081157,-9.537408457,2.446512052,9.923136,1991,2,11,0,42
2/12/1991,0.80065876,-6.850783,1.503559,-7.52506212,4.5,193.3032165,-2.363465334,-9.304893314,2.658411961,9.923136,1991,2,12,0,43
2/13/1991,-2.308587,-11.386563,0.08408533,-11.347575,4.5,197.8032165,-1.591998734,-9.365115314,2.661446042,9.923136,1991,2,13,0,44
2/14/1991,-3.0226128,-16.827702,0,-14.4251574,4.5,202.3032165,-1.078619463,-10.04975746,2.64716098,9.923136,1991,2,14,0,45
2/15/1991,-1.7283407,-9.796858,0.049197182,-10.26259935,4.5,206.8032165,-0.910080563,-9.995408457,2.323184663,9.923136,1991,2,15,0,46
2/16/1991,2.6760945,-3.1115823,4.4667387,-4.7177439,4.5,211.3032165,-0.227127863,-8.663927929,2.310737049,9.923136,1991,2,16,0,47
2/17/1991,1.8456444,-5.5718446,0,-6.3631001,4.5,215.8032165,-0.38835272,-9.050074986,0.893146192,4.4667387,1991,2,17,0,48
2/18/1991,3.4456031,-4.6279597,0.033801995,-5.0911783,4.5,220.3032165,0.244065751,-8.310470371,0.876768887,4.4667387,1991,2,18,0,49
2/19/1991,4.819762,-4.180019,0,-4.1801285,4.5,224.8032165,0.818223357,-7.928932657,0.661974744,4.4667387,1991,2,19,0,50
2/20/1991,3.0421143,-5.112013,0,-5.53494935,4.5,229.3032165,1.582609257,-7.032568371,0.649962554,4.4667387,1991,2,20,0,51
2/21/1991,3.6673982,-3.741052,0,-4.5368269,4.5,233.8032165,2.538325114,-5.163046943,0.649962554,4.4667387,1991,2,21,0,52
2/22/1991,7.8284717,-1.8966135,1.3801119,-1.5340709,4.5,238.3032165,3.903584029,-4.034440586,0.840093228,4.4667387,1991,2,22,0,53
2/23/1991,7.3275127,-4.13123,0,-2.90185865,4.5,242.8032165,4.568072343,-4.180104543,0.201987699,1.3801119,1991,2,23,0,54
2/24/1991,11.20224,-3.781896,0,-0.789828,4.5,247.3032165,5.904728857,-3.9243976,0.201987699,1.3801119,1991,2,24,0,55
2/25/1991,10.806727,-3.06016,0,-0.6267165,4.5,251.8032165,6.956317986,-3.700426214,0.197158843,1.3801119,1991,2,25,0,56
2/26/1991,9.9899435,-3.1813786,0,-1.09571755,4.5,256.3032165,7.694915343,-3.5577633,0.197158843,1.3801119,1991,2,26,0,57
2/27/1991,8.361298,-3.0548573,0,-1.84677965,4.5,260.8032165,8.454798729,-3.263883914,0.197158843,1.3801119,1991,2,27,0,58
2/28/1991,7.56908,1.4468986,5.7870445,0.0079893,4.5,265.3032165,9.012181843,-2.522748114,1.023879486,5.7870445,1991,2,28,0,59
3/1/1991,4.4945016,1.8353286,0,-1.3350849,4.5,269.8032165,8.5359004,-1.989613529,0.826720643,5.7870445,1991,3,1,0,60
3/2/1991,9.747381,1.2477444,0.039034285,0.9975627,4.5,274.3032165,8.881595871,-1.221188614,0.832296969,5.7870445,1991,3,2,0,61
3/3/1991,9.453132,3.0681677,5.4756775,1.76064985,4.5,278.8032165,8.6317233,-0.242608086,1.614536612,5.7870445,1991,3,3,0,62
3/4/1991,7.3987656,1.2762536,0,-0.1624904,4.5,283.3032165,8.144871671,0.376879571,1.614536612,5.7870445,1991,3,4,0,63
3/5/1991,11.429271,3.8362982,0,3.1327846,4.5,287.8032165,8.350489886,1.379404829,1.614536612,5.7870445,1991,3,5,0,64
3/6/1991,14.414867,2.8342738,0,4.1245704,4.5,292.3032165,9.215285457,2.220709271,1.614536612,5.7870445,1991,3,6,0,65
3/7/1991,14.043448,5.7472043,0,5.39532615,5.39532615,297.6985427,10.14019517,2.835038657,0.787815969,5.4756775,1991,3,7,0,66
3/8/1991,15.05294,4.6454515,0.025313105,5.34919575,5.34919575,303.0477384,11.64854351,3.236484786,0.791432127,5.4756775,1991,3,8,0,67
3/9/1991,6.9302044,3.6914525,3.179818,0.81082845,4.5,307.5477384,11.24608971,3.585585943,1.240115515,5.4756775,1991,3,9,0,68
3/10/1991,12.99719,3.9287665,5.7288733,3.96297825,4.5,312.0477384,11.75238371,3.708528629,1.276286344,5.7288733,1991,3,10,0,69
3/11/1991,11.141323,1.526811,1.880996,1.834067,4.5,316.5477384,12.28703477,3.744322543,1.545000058,5.7288733,1991,3,11,0,70
3/12/1991,11.181644,2.6431446,0.11368401,2.4123943,4.5,321.0477384,12.25165949,3.573872029,1.561240631,5.7288733,1991,3,12,0,71
3/13/1991,8.6476145,0.200806,0,-0.07578975,4.5,325.5477384,11.42776627,3.197662343,1.561240631,5.7288733,1991,3,13,0,72
3/14/1991,14.62401,0.39324307,0,3.008626535,4.5,330.0477384,11.5107037,2.432810739,1.561240631,5.7288733,1991,3,14,0,73
3/15/1991,16.46971,2.5415187,0,5.00561435,4.5,334.5477384,11.71309941,2.13224891,1.557624473,5.7288733,1991,3,15,0,74
3/16/1991,16.208237,-0.19217402,0,3.50803149,4.5,339.0477384,13.03853264,1.577445121,1.103364759,5.7288733,1991,3,16,0,75
3/17/1991,11.61373,0.08947297,0,1.351601485,4.5,343.5477384,12.8408955,1.028974617,0.284954287,1.880996,1991,3,17,0,76
3/18/1991,10.467866,5.190726,1.1182667,3.329296,3.329296,346.8770344,12.74468736,1.552391046,0.175992959,1.1182667,1991,3,18,0,77
3/19/1991,9.747669,2.0322366,1.0371099,1.3899528,4.5,351.3770344,12.53983379,1.465118474,0.307910943,1.1182667,1991,3,19,0,78
3/20/1991,15.249488,7.536432,7.030383,6.89296,6.89296,358.2699944,13.48295857,2.513065046,1.312251371,7.030383,1991,3,20,0,79
3/21/1991,16.885061,6.744323,0,7.314692,7.314692,365.5846864,13.80596586,3.420362179,1.312251371,7.030383,1991,3,21,0,80
3/22/1991,6.7606974,6.5321894,21.952044,2.1464434,2.1464434,367.7311298,12.41896406,3.990457993,4.448257657,21.952044,1991,3,22,0,81
3/23/1991,7.8643794,3.1405246,0.18090011,1.002452,4.5,372.2311298,11.2269844,4.466557796,4.47410053,21.952044,1991,3,23,0,82
3/24/1991,8.924642,4.726927,0.05201448,2.3257845,2.3257845,374.5569143,10.84282897,5.129051229,4.48153117,21.952044,1991,3,24,0,83
3/25/1991,7.6758537,6.9769125,0.08640534,2.8263831,2.8263831,377.3832974,10.44397007,5.384220729,4.334122404,21.952044,1991,3,25,0,84
3/26/1991,7.269318,6.2891684,2.8767982,2.2792432,2.2792432,379.6625406,10.08991993,5.992353843,4.596935019,21.952044,1991,3,26,0,85
3/27/1991,5.3516097,3.3610454,3.9432247,-0.14367245,4.5,384.1625406,8.675937314,5.395870043,4.155912404,21.952044,1991,3,27,0,86
3/28/1991,7.895135,-1.4429848,0.42280293,-1.2739249,4.5,388.6625406,7.391662171,4.226254643,4.216312823,21.952044,1991,3,28,0,87
3/29/1991,5.124605,-2.0388145,0,-2.95710475,4.5,393.1625406,7.157934686,3.001825514,1.080306537,3.9432247,1991,3,29,0,88
3/30/1991,7.7566786,-3.196601,0,-2.2199612,4.5,397.6625406,7.142548857,2.096521857,1.054463664,3.9432247,1991,3,30,0,89
3/31/1991,11.074506,-2.4391057,0,-0.18229985,4.5,402.1625406,7.449672286,1.0728029,1.047033024,3.9432247,1991,3,31,0,90
4/1/1991,14.7434435,-2.4608383,0,1.6413026,4.5,406.6625406,8.459327971,-0.275447214,1.034689404,3.9432247,1991,4,1,0,91
4/2/1991,15.85691,-0.43152368,0,3.21269316,4.5,411.1625406,9.686126829,-1.235546083,0.623718233,3.9432247,1991,4,2,0,92
4/3/1991,16.935163,1.1462135,0.09303144,4.54068825,4.5,415.6625406,11.34092016,-1.55195064,0.073690624,0.42280293,1991,4,3,0,93
4/4/1991,10.170559,5.3064184,2.9932911,3.2384887,3.2384887,418.9010293,11.66598073,-0.587750183,0.44090322,2.9932911,1991,4,4,1,94
4/5/1991,8.304008,4.4002175,11.659901,1.85211275,4.5,423.4010293,12.12018116,0.332111531,2.106603363,11.659901,1991,4,5,0,95
4/6/1991,11.461078,2.9863386,1.2202737,2.7237083,4.5,427.9010293,12.64938107,1.215388617,2.280928177,11.659901,1991,4,6,0,96
4/7/1991,11.66001,4.3450546,0,3.5025323,4.5,432.4010293,12.7330245,2.184554374,2.280928177,11.659901,1991,4,7,0,97
4/8/1991,13.419081,2.358538,0.07597201,3.3888095,4.5,436.9010293,12.54382986,2.873036703,2.291781321,11.659901,1991,4,8,0,98
4/9/1991,14.555568,2.6950424,0,4.1253052,4.5,441.4010293,12.35792386,3.319689,2.291781321,11.659901,1991,4,9,0,99
4/10/1991,18.016449,0.40689355,0,4.711671275,4.5,445.9010293,12.51239329,3.214071864,2.278491116,11.659901,1991,4,10,0,100
4/11/1991,18.509155,1.1909721,0,5.35006355,4.5,450.4010293,13.70362129,2.626150964,1.850878101,11.659901,1991,4,11,0,101
4/12/1991,18.842308,0.58150333,0.0530819,5.211905665,4.5,454.9010293,15.20909271,2.080620369,0.192761087,1.2202737,1991,4,12,0,102
4/13/1991,17.593271,2.0569854,0.4489689,5.3251282,4.5,459.4010293,16.08512029,1.947855626,0.082574687,0.4489689,1991,4,13,0,103
4/14/1991,17.919569,2.5546227,1.0262947,5.73709585,4.5,463.9010293,16.979343,1.69207964,0.229188216,1.0262947,1991,4,14,0,104
4/15/1991,18.249664,1.9229401,0,5.58630205,4.5,468.4010293,17.66942629,1.629851369,0.218335071,1.0262947,1991,4,15,0,105
4/16/1991,18.954731,2.7161353,0,6.33543315,4.5,472.9010293,18.29787814,1.63286464,0.218335071,1.0262947,1991,4,16,0,106
4/17/1991,5.565548,-6.464939,0.7905504,-4.9496955,4.5,477.4010293,16.519178,0.651174276,0.331270843,1.0262947,1991,4,17,0,107
4/18/1991,6.6263785,-0.84267163,1.0320928,-1.608146565,4.5,481.9010293,14.8216385,0.360653743,0.478712671,1.0320928,1991,4,18,0,108
4/19/1991,7.169176,-0.54722893,0.40395325,-1.189026465,4.5,486.4010293,13.15404821,0.199406277,0.52883715,1.0320928,1991,4,19,0,109
4/20/1991,2.7378592,-0.13352032,5.960031,-3.19783056,4.5,490.9010293,11.03184653,-0.113523111,1.316131736,5.960031,1991,4,20,0,110
4/21/1991,7.8170457,-2.7267988,1.2076957,-1.95487655,4.5,495.4010293,9.588628914,-0.868011897,1.342046164,5.960031,1991,4,21,0,111
4/22/1991,8.456211,-4.054133,0,-2.298961,4.5,499.9010293,8.1895642,-1.721879483,1.342046164,5.960031,1991,4,22,0,112
4/23/1991,6.7012253,0.021216461,3.2551627,-1.13877912,4.5,504.4010293,6.439063386,-2.106867888,1.807069407,5.960031,1991,4,23,0,113
4/24/1991,9.768212,-2.059151,0.1805963,-0.6454695,4.5,508.9010293,7.039443957,-1.477469603,1.719933107,5.960031,1991,4,24,0,114
4/25/1991,13.25506,-2.29058,0.02708525,0.98224,4.5,513.4010293,7.986398457,-1.684313656,1.5763606,5.960031,1991,4,25,0,115
4/26/1991,15.561994,0.29683483,0,3.429414415,4.5,517.9010293,9.185372457,-1.563733118,1.518652993,5.960031,1991,4,26,0,116
4/27/1991,14.89305,2.2408347,3.7645297,4.06694235,4.5,522.4010293,10.92182829,-1.224539544,1.20500995,3.7645297,1991,4,27,0,117
4/28/1991,12.2555895,5.150869,1.266815,4.20322925,4.20322925,526.6042586,11.55590597,-0.09915843,1.213455564,3.7645297,1991,4,28,0,118
4/29/1991,14.493852,6.7277193,1.403786,6.11078565,6.11078565,532.7150442,12.41842611,1.441106184,1.413996421,3.7645297,1991,4,29,0,119
4/30/1991,10.874271,5.0487847,2.4173,3.46152785,3.46152785,536.1765721,13.0145755,2.159330219,1.29430175,3.7645297,1991,4,30,0,120
5/1/1991,11.369878,8.059412,7.916237,5.214645,5.214645,541.3912171,13.24338493,3.604839219,2.399393279,7.916237,1991,5,1,0,121
5/2/1991,7.9331193,4.9744387,2.5300317,1.953779,1.953779,543.3449961,12.48310769,4.642699033,2.756957057,7.916237,1991,5,2,0,122
5/3/1991,6.934176,4.766631,0.34838387,1.3504035,1.3504035,544.6953996,11.25056226,5.281241343,2.806726181,7.916237,1991,5,3,0,123
5/4/1991,6.5876236,1.7077231,3.8306682,-0.35232665,4.5,549.1953996,10.06407277,5.205082543,2.816174539,7.916237,1991,5,4,0,124
5/5/1991,9.5875635,1.567755,2.8671205,1.07765925,4.5,553.6953996,9.6829262,4.693209114,3.04478961,7.916237,1991,5,5,0,125
5/6/1991,13.660217,1.1368878,0.32767025,2.8985524,4.5,558.1953996,9.563835486,3.8945189,2.891058789,7.916237,1991,5,6,0,126
5/7/1991,10.9182625,2.3326526,0.44566995,2.12545755,4.5,562.6953996,9.570119986,3.506500029,2.609397353,7.916237,1991,5,7,0,127
5/8/1991,15.138959,-0.11464682,0.07764079,3.01215609,4.5,567.1953996,10.10856013,2.33877734,1.489597894,3.8306682,1991,5,8,0,128
5/9/1991,17.72433,2.4526653,0.058371253,5.58849765,4.5,571.6953996,11.50730451,1.978523997,1.136503545,3.8306682,1991,5,9,0,129
5/10/1991,15.40323,4.7297006,2.9712522,5.5664653,5.5664653,577.2618649,12.71716937,1.973248226,1.51119902,3.8306682,1991,5,10,0,130
5/11/1991,8.018045,7.69609,29.568903,3.3570675,3.3570675,580.6189324,12.92151529,2.828729211,5.188089706,29.568903,1991,5,11,0,131
5/12/1991,9.217701,5.6740804,13.144449,2.9458907,2.9458907,583.5648231,12.86867779,3.415347126,6.656279492,29.568903,1991,5,12,0,132
5/13/1991,15.026358,5.0163336,0.12755531,5.5213458,5.5213458,589.0861689,13.06384079,3.969553669,6.627691643,29.568903,1991,5,13,0,133
5/14/1991,16.024763,2.544512,0.896296,4.7846375,4.5,593.5861689,13.79334086,3.999819297,6.692066793,29.568903,1991,5,14,0,134
5/15/1991,11.249462,6.5839453,7.4307,4.41670365,4.41670365,598.0028725,13.23769843,4.956761029,7.742503823,29.568903,1991,5,15,0,135
5/16/1991,6.86205,2.9641473,10.878321,0.41309865,4.5,602.5028725,11.68594414,5.029829886,9.28821093,29.568903,1991,5,16,0,136
5/17/1991,8.972347,1.3480195,2.427126,0.66018325,4.5,607.0028725,10.76724657,4.546732586,9.210478616,29.568903,1991,5,17,0,137
5/18/1991,11.485076,3.5178332,1.5369321,3.0014546,4.5,611.5028725,11.26253671,3.949838757,5.205911344,13.144449,1991,5,18,0,138
5/19/1991,12.978627,2.8613887,0.42232862,3.42000785,4.5,616.0028725,11.79981186,3.548025657,3.388465576,10.878321,1991,5,19,0,139
5/20/1991,17.193253,2.6936543,0.033260234,5.44345365,4.5,620.5028725,12.10936829,3.216214329,3.374994851,10.878321,1991,5,20,0,140
5/21/1991,21.584291,3.6824524,0,8.1333717,4.5,625.0028725,12.90358657,3.378777243,3.246952565,10.878321,1991,5,21,0,141
5/22/1991,23.285583,6.941744,0,10.6136635,10.6136635,635.616536,14.62303243,3.429891343,2.185423993,10.878321,1991,5,22,0,142
5/23/1991,17.602081,12.094667,0.03140027,10.348374,10.348374,645.96491,16.15732257,4.7342513,0.635863889,2.427126,1991,5,23,0,143
5/24/1991,13.984238,3.4408386,0,4.2125383,4.5,650.46491,16.873307,5.033225457,0.289131603,1.5369321,1991,5,24,0,144
5/25/1991,17.21993,1.3429292,0,4.7814296,4.5,654.96491,17.69257186,4.722524886,0.069569875,0.42232862,1991,5,25,0,145
5/26/1991,16.128092,7.9796133,0.35826176,7.55385265,7.55385265,662.5187627,18.14249543,5.453699829,0.060417466,0.35826176,1991,5,26,0,146
5/27/1991,18.51229,6.4542007,0,7.98324535,7.98324535,670.502008,18.33092929,5.990920743,0.055666004,0.35826176,1991,5,27,0,147
5/28/1991,22.144089,4.1388607,0,8.64147485,4.5,675.002008,18.41090043,6.056121929,0.055666004,0.35826176,1991,5,28,0,148
5/29/1991,22.054264,5.8097663,0.062428363,9.43201515,9.43201515,684.4340232,18.23499771,5.894410829,0.064584342,0.35826176,1991,5,29,0,149
5/30/1991,21.578049,6.5137362,0,9.5458926,9.5458926,693.9799158,18.80299314,5.097135,0.060098589,0.35826176,1991,5,30,0,150
5/31/1991,23.43592,6.5204616,0,10.4781908,10.4781908,704.4581066,20.15323343,5.537081143,0.060098589,0.35826176,1991,5,31,0,151
6/1/1991,24.004728,7.038191,0.41942447,11.0214595,11.0214595,715.4795661,21.12249029,6.350689971,0.12001637,0.41942447,1991,6,1,0,152
6/2/1991,22.610163,9.438069,0.16478455,11.524116,11.524116,727.0036821,22.04850043,6.559040786,0.092376769,0.41942447,1991,6,2,0,153
6/3/1991,14.299626,8.914511,0.15152773,7.1070685,7.1070685,734.1107506,21.44669129,6.910513686,0.114023588,0.41942447,1991,6,3,0,154
6/4/1991,18.562078,12.1174135,10.5650015,10.83974575,10.83974575,744.9504963,20.93497543,8.050306943,1.623309516,10.5650015,1991,6,4,0,155
6/5/1991,17.965345,7.00009,0.06621716,7.9827175,7.9827175,752.9332138,20.35084414,8.220353186,1.623850773,10.5650015,1991,6,5,0,156
6/6/1991,15.709875,9.777532,14.3035965,8.2437035,8.2437035,761.1769173,19.51253357,8.686609729,3.667221701,14.3035965,1991,6,6,0,157
6/7/1991,13.341503,8.710054,2.274518,6.5257785,6.5257785,767.7026958,18.070474,8.999408643,3.992152844,14.3035965,1991,6,7,0,158
6/8/1991,15.990174,10.267335,6.415705,8.6287545,8.6287545,776.3314503,16.92553771,9.460714929,4.848764349,14.3035965,1991,6,8,0,159
6/9/1991,17.523354,9.279576,2.2211578,8.901465,8.901465,785.2329153,16.19885071,9.438073071,5.142531956,14.3035965,1991,6,9,0,160
6/10/1991,19.124157,12.050461,5.670986,11.087309,11.087309,796.3202243,16.88806943,9.886065929,5.931025994,14.3035965,1991,6,10,0,161
6/11/1991,19.499983,10.542365,0.4384029,10.521174,10.521174,806.8413983,17.02205586,9.661059,4.484369051,14.3035965,1991,6,11,0,162
6/12/1991,22.8301,4.1371665,0,8.98363325,4.5,811.3413983,17.71702086,9.252069929,4.474909457,14.3035965,1991,6,12,0,163
6/13/1991,20.662607,10.847964,1.7039982,11.2552855,11.2552855,822.5966838,18.424554,9.404988786,2.674966843,6.415705,1991,6,13,0,164
6/14/1991,20.380833,12.370945,0.28886408,11.875889,11.875889,834.4725728,19.43017257,9.927973214,2.391301997,6.415705,1991,6,14,0,165
6/15/1991,26.579292,10.763737,0,14.1715145,14.1715145,848.6440873,20.94290371,9.998887786,1.474772711,5.670986,1991,6,15,0,166
6/16/1991,14.649535,13.943303,25.871271,9.796419,9.796419,858.4405063,20.53235814,10.6651345,4.853360311,25.871271,1991,6,16,0,167
6/17/1991,10.211529,8.628841,18.354033,4.920185,4.920185,863.3606913,19.25912557,10.17633164,6.665224169,25.871271,1991,6,17,0,168
6/18/1991,13.580886,7.5820913,5.3774033,6.08148865,6.08148865,869.44218,18.41354029,9.7534354,7.370795654,25.871271,1991,6,18,0,169
6/19/1991,15.48593,4.9524617,0.26390445,5.71919585,5.71919585,875.1613758,17.36437314,9.869906143,7.40849629,25.871271,1991,6,19,0,170
6/20/1991,13.349187,7.8341994,4.724096,6.0916932,6.0916932,881.253069,16.31959886,9.439368343,7.839938833,25.871271,1991,6,20,0,171
6/21/1991,22.631645,9.577799,0.9415272,11.604722,11.604722,892.857791,16.64114343,9.040347486,7.933176421,25.871271,1991,6,21,0,172
6/22/1991,26.284277,10.662717,0,13.973497,13.973497,906.831288,16.59899843,9.025916057,7.933176421,25.871271,1991,6,22,0,173
6/23/1991,25.259584,13.047119,6.1152835,14.6533515,14.6533515,921.4846395,18.11471971,8.897889771,5.110892493,18.354033,1991,6,23,0,174
6/24/1991,24.428482,13.74249,4.01401,14.585486,14.585486,936.0701255,20.145713,9.628411057,3.062317779,6.1152835,1991,6,24,0,175
6/25/1991,26.661764,16.194729,0.11475892,16.9282465,16.9282465,952.998372,22.01440986,10.85878787,2.310511439,6.1152835,1991,6,25,0,176
6/26/1991,22.675236,14.096647,3.1568608,13.8859415,13.8859415,966.8843135,23.04145357,12.16510006,2.723790917,6.1152835,1991,6,26,0,177
6/27/1991,18.508524,14.164717,2.2784047,11.8366205,11.8366205,978.720934,23.77850171,13.06945971,2.374406446,6.1152835,1991,6,27,0,178
6/28/1991,15.548978,9.262172,6.1963887,7.905575,7.905575,986.626509,22.76669214,13.02437014,3.125100946,6.1963887,1991,6,28,0,179
6/29/1991,15.875521,8.383771,5.237275,7.629646,7.629646,994.256155,21.279727,12.69880643,3.873283089,6.1963887,1991,6,29,0,180
6/30/1991,21.872652,5.369204,0.09160035,9.120928,9.120928,1003.377083,20.79587957,11.60196143,3.012756924,6.1963887,1991,6,30,0,181
7/1/1991,25.61011,7.8473287,0,12.22871935,12.22871935,1015.605802,20.96468357,10.75979553,2.439326924,6.1963887,1991,7,1,0,182
7/2/1991,27.503273,11.032726,0.03446015,14.7679995,14.7679995,1030.373802,21.08489914,10.02236653,2.427855671,6.1963887,1991,7,2,0,183
7/3/1991,26.529642,12.866389,0,15.1980155,15.1980155,1045.571817,21.63552857,9.846615386,1.976875557,6.1963887,1991,7,3,0,184
7/4/1991,27.139156,13.801419,0,15.9702875,15.9702875,1061.542105,22.868476,9.794715671,1.651389171,6.1963887,1991,7,4,0,185
7/5/1991,28.682209,14.398667,0,17.040438,17.040438,1078.582543,24.74465186,10.52850067,0.766190786,5.237275,1991,7,5,0,186
7/6/1991,29.476053,15.423932,0.3079632,17.9499925,17.9499925,1096.532535,26.687585,11.53423796,0.062003386,0.3079632,1991,7,6,0,187
7/7/1991,28.970198,15.702659,0.5213756,17.8364285,17.8364285,1114.368964,27.70152014,13.01044581,0.12339985,0.5213756,1991,7,7,0,188
7/8/1991,26.025213,14.843382,11.91498,15.9342975,15.9342975,1130.303261,27.76082057,14.009882,1.82553985,11.91498,1991,7,8,0,189
7/9/1991,25.005432,16.16266,4.8407736,16.084046,16.084046,1146.387307,27.40398614,14.74272971,2.512156057,11.91498,1991,7,9,0,190
7/10/1991,27.276604,14.266405,0,16.2715045,16.2715045,1162.658812,27.510695,14.942732,2.512156057,11.91498,1991,7,10,0,191
7/11/1991,30.85598,15.17276,0.024576142,18.51437,18.51437,1181.173182,28.04166986,15.13863786,2.515666935,11.91498,1991,7,11,0,192
7/12/1991,25.797163,16.154411,0.33504927,16.475787,16.475787,1197.648969,27.62952043,15.38945843,2.563531116,11.91498,1991,7,12,0,193
7/13/1991,24.918625,17.290325,0.36859995,16.604475,16.604475,1214.253444,26.97845929,15.656086,2.572193509,11.91498,1991,7,13,0,194
7/14/1991,19.08591,14.589369,6.875515,12.3376395,12.3376395,1226.591083,25.56641814,15.49704457,3.479927709,11.91498,1991,7,14,0,195
7/15/1991,24.61136,11.386223,0.99506396,13.4987915,13.4987915,1240.089875,25.36443914,15.00316471,1.919939703,6.875515,1991,7,15,0,196
7/16/1991,25.054607,12.63639,0,14.3454985,14.3454985,1254.435373,25.37146414,14.49941186,1.228400617,6.875515,1991,7,16,0,197
7/17/1991,22.207903,12.356078,4.1611676,12.7819905,12.7819905,1267.217364,24.647364,14.226508,1.822853132,6.875515,1991,7,17,0,198
7/18/1991,23.757938,12.007918,0.14035058,13.382928,13.382928,1280.600292,23.633358,13.77438771,1.839392337,6.875515,1991,7,18,0,199
7/19/1991,25.304853,17.191614,2.0193594,16.7482335,16.7482335,1297.348525,23.563028,13.92255957,2.08000807,6.875515,1991,7,19,0,200
7/20/1991,25.801891,14.338742,0,15.5703165,15.5703165,1312.918842,23.68920886,13.50090486,2.027350934,6.875515,1991,7,20,0,201
7/21/1991,24.014965,12.102746,0,13.5588555,13.5588555,1326.477697,24.39335957,13.145673,1.045134506,4.1611676,1991,7,21,0,202
7/22/1991,25.79439,10.718812,0,13.756601,13.756601,1340.234298,24.56236386,13.05032857,0.902982511,4.1611676,1991,7,22,0,203
7/23/1991,30.224716,11.491966,0.11603184,16.358341,16.358341,1356.592639,25.30095086,12.88683943,0.919558489,4.1611676,1991,7,23,0,204
7/24/1991,21.716354,16.133053,15.478894,14.4247035,14.4247035,1371.017343,25.23072957,13.42640729,2.536376546,15.478894,1991,7,24,0,205
7/25/1991,18.909023,13.431984,1.6534818,11.6705035,11.6705035,1382.687846,24.53802743,13.62984529,2.752538149,15.478894,1991,7,25,0,206
7/26/1991,16.694681,12.015685,15.963542,9.855183,9.855183,1392.543029,23.30800286,12.89042686,4.744564234,15.963542,1991,7,26,0,207
7/27/1991,19.792875,11.252885,7.5558305,11.02288,11.02288,1403.565909,22.449572,12.44959014,5.823968591,15.963542,1991,7,27,0,208
7/28/1991,22.916462,10.560924,0.03822466,12.238693,12.238693,1415.804602,22.292643,12.22932986,5.829429257,15.963542,1991,7,28,0,209
7/29/1991,26.68195,10.227156,0,13.954553,13.954553,1429.759155,22.41943729,12.15909329,5.829429257,15.963542,1991,7,29,0,210
7/30/1991,28.097538,12.39485,1.5594685,15.746194,15.746194,1445.505349,22.11555471,12.28807671,6.035634494,15.963542,1991,7,30,0,211
7/31/1991,20.520685,14.092896,18.539494,12.8067905,12.8067905,1458.31214,21.94474486,11.99662571,6.472863066,18.539494,1991,7,31,0,212
8/1/1991,20.15006,12.347058,0.1876603,11.748559,11.748559,1470.060699,22.12203586,11.84163629,6.263459994,18.539494,1991,8,1,0,213
8/2/1991,22.032843,10.8671255,0.18908389,11.94998425,11.94998425,1482.010683,22.88463043,11.67755636,4.009965979,18.539494,1991,8,2,0,214
8/3/1991,24.81121,11.944213,0,13.8777115,13.8777115,1495.888395,23.60153543,11.7763175,2.930561621,18.539494,1991,8,3,0,215
8/4/1991,25.067324,12.439843,0.17824824,14.2535835,14.2535835,1510.141978,23.90880143,12.0447345,2.95056499,18.539494,1991,8,4,0,216
8/5/1991,26.490858,12.322616,0.15002304,14.906737,14.906737,1525.048715,23.88150257,12.34408593,2.971996853,18.539494,1991,8,5,0,217
8/6/1991,29.538906,12.668474,0,16.60369,16.60369,1541.652405,24.08741229,12.38317507,2.749215639,18.539494,1991,8,6,0,218
8/7/1991,31.120625,12.577415,0,17.34902,17.34902,1559.001425,25.60168943,12.16667779,0.100716496,0.18908389,1991,8,7,0,219
8/8/1991,21.01129,17.316046,1.5288365,14.663668,14.663668,1573.665093,25.72472229,12.87653321,0.292313096,1.5288365,1991,8,8,0,220
8/9/1991,20.84432,14.987717,0.82898885,13.4160185,13.4160185,1587.081112,25.55493329,13.46518914,0.38372809,1.5288365,1991,8,9,0,221
8/10/1991,26.34364,16.365778,0,16.854709,16.854709,1603.935821,25.77385186,14.09684129,0.38372809,1.5288365,1991,8,10,0,222
8/11/1991,28.504978,12.692492,0.033082563,16.098735,16.098735,1620.034556,26.26494529,14.132934,0.362990136,1.5288365,1991,8,11,0,223
8/12/1991,27.922018,15.3852825,1.0667944,17.15365025,17.15365025,1637.188206,26.46939671,14.57045779,0.493957473,1.5288365,1991,8,12,0,224
8/13/1991,27.350594,14.240389,0,16.2954915,16.2954915,1653.483697,26.15678071,14.79501707,0.493957473,1.5288365,1991,8,13,0,225
